"platform","user","text","post_url","sentiment","theme","archetype"
"TikTok","antoop","si me burló me pasa JAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJAJAJAJAJAJSJJAJAJSJAJSJAJSJAJSJJAHAJSJAJSJAJSJJAAJKAJAJSJAJAJSJAKSKJAAJJAJAJAJAJAJAJAJAJAJAJAJAJAJSKAJAJAJAJJAJAAJJAJ","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","🔙","🤞🏽🤞🏽🤞🏽🤞🏽🤞🏽","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la amiga"
"TikTok","𝒦𝓁 𝓎 𝓀𝑜𝓈✮","Esque solo son bonitos de bbs ya cuando crecen dan ganas de regarlalos🤣","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la amiga"
"TikTok","tk_ale","tiktok piensa que estoy embarazada 😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","¡majxn!","amo como le puso la mano en la pierna😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","paola.su.12","mi mamá me dijo que si me burlo me va a pasar lo mismo así que....
jajajajajajjajajjaja♥️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","Stephen Curry ✨","@Andrés Marulanda","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la hija"
"TikTok","...","pregunta esta mal si el hijo/ja es adoptada??","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la hija"
"TikTok","Gabriela Ruiz","@ᴬᴷ°᭄Luis࿐","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","Mel__🌘","up","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","★Stay★🐶🐰","q lindos 💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre moderna"
"TikTok","Ⲕⲁꞅ𝓵ⲩⲛ ღ","💕💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la amiga"
"TikTok","𝕊𝔸ℝℍ𝔸𝕐""𝔻""𝔻𝕆𝕄𝕀ℕ𝔾𝕌𝔼ℤ","@Soy De Melanny","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","ଓ❧ 𝔉𝔢𝔯 ☙ଓ","Mi mamá me dijo que si me burlo me va a pasar lo mismo así que AHJAJAJAJSJHDKCNDKVNFEKVEFHKLGFWNK.ERNJÑGREHILGHJLGREHLIGREHGRILGRIOEFGOIFGENIOEGFIOHIGREIHLFEGHLIEFGPIHGFEPHIGILHGFEHKLFBEJGLHLKGEFLKHEFGHILGEFKLNFGNIEPPNIFEGNIPGFEINPGFENIGNIPFEIPPFEGNINIPREGINPGERPBJERJLBRGEOJBUOGFEBJOTGEJOBEGTJBOGEFBJOFOJGEBGBOJEFBOJGFEBOJGEFBOJEFGGETOGFEBOJJTEBJBOTEOJBBFEBGRJOBOJ","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","イザベル","ese es mi sueño💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","Maren","@Ness☆ (gojo's version)","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","soyminmin_","Felicidades una nueva etapa esta por iniciar 🥺🥺como familia de 🧑‍🧑‍🧒","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la hija"
"TikTok","noth.Ana","el: que soñaste
yo: ya no me acuerdo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la amiga"
"TikTok","𝓜𝓪𝓫𝓮𝓵 𝓡𝓸𝓳𝓪𝓼🦋","😂😂😂","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre protectora"
"TikTok","TH","Mi life soñada
(también mi mayor miedo)","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","Isabella","Parpadea si tu puchaina esta en peligro 👁️👄👁️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","Vero Tojín","😢🥺 Que mi Dios permita que pronto estemos de nuevo juntos ya en unos meses nace nuestra bebita 😔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","𝐒 𝐎 𝐅 𝐈 𝐀🦋","Total ni hijos quería si no era con el 😞 yo creo q ya me voy a dormir","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la amiga"
"TikTok","ágatinha💗✨","Fico mal.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","Aislinn Maldonado","@Eduardo Rojas Trejo algún día no muy lejano amor 🥺❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","✩°｡⋆fərshittª✮:☆⋆ ִֶָ ࣪ . ִֶָ","🥺🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","🌷MariJo🌷","ayuda pense que alguien habia muerto😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la madre protectora"
"TikTok","Leoo","😁","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","LADY","Lo tenía todo, y lo perdí todo también❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","Nathalia","Si, yo voy en la taza 🗿🗿🗿","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre moderna"
"TikTok","Jiseth","😭😭😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","🦂","😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","caarmeenrs__","@alee","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre protectora"
"TikTok","fridavmv","qué deep 💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","julianabetancour3","@Leva_16⚡","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Luana🌷","Mi mayor sueño💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","a m a r i 🌱🫧","Creo que pronto sucederá!!😩❤️deséame suerte 🥺❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","𝒜",":(","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","Sher","X","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre moderna"
"TikTok","Sher","😔😔😔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","Dayanna 23:3","@geison","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","Sarai Hernandez","❤️❤️❤️❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre moderna"
"TikTok","S A Y   H U B","@𝙽 𝙴 𝚈 𝙹 𝚁 🙏💥⚽ .🥹❗ metas","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la madre protectora"
"TikTok","regiii","Se parce a un a man","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre moderna"
"TikTok","arbolera guatemala mi pais🇬🇹","❤️❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la hija"
"TikTok","꒰ ◌ 📜 ɑhyᥱⱺn⊹꒰ ◌ ◞ ◟ ꒱","🔥","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","maria santana 🩵🇩🇴","muchas felicidades bendiciones 🥰🥰🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","Rouss Martin","❤️❤️❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","mar","bueno, me faltan dos😔","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","any","algún día con el Man correcto 🤞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","Persii","😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","yakeline.maria","🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre moderna"
"TikTok","Cherry_lux🍒","Metas","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la amiga"
"TikTok","jvvbz","@cristopher ojalá","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la hija"
"TikTok","nicolesolano178","🍀🍀🍀","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","Zikashy Mar🐻🌻","El mejor sentimiento del mundo 🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","Lizeth Gonzalez","así yo regrese un día muy bonito me preparo mi comida favorita fui feliz un tiempo luego salió el verdadero monstruo en fin ya me divorcie","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la hija"
"TikTok","♑︎☯︎isa★✞","q hermosooo😭😭 llorooo😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","Hivania🦕","Mi sueño es ser madre, pero también vivo con el miedo de que mi futuro hijo o hija nazca con una enfermedad y que tenga que sufrir con esa enfermedad por toda su vida.😞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","Andrea🦕🫩","mi meta con el es que cuidemos juntos su mini version ...","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre moderna"
"TikTok","Maria alvarez","que tipo de sal seré yo diios mio🥺 ... que bellos 😘","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","️","@I LOVE YOU 💞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","Erika","Un día ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","nsxd","KQHSKSHKSJSJS","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Bety","Cocita hermosa 👼👩‍🍼🧑‍🍼","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok",".","😂","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la hija"
"TikTok","Britny🔒💗","Awwww 🥹🫶🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","zaira","metas","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la amiga"
"TikTok","LIKIA 💋💗","no entendí me explican?","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre moderna"
"TikTok","Sarahi","😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la amiga"
"TikTok","ㅤ","@.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","♡zyanya♡","puajajajqjq","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la amiga"
"TikTok","lih","lembrei do livro ""o lado feio do amor"" juro","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre moderna"
"TikTok","NataliaC✨","@Tatiana Díaz","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la amiga"
"TikTok","★Gatos_chinos★","ay que bell- ESAS VENAS SEÑOR","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","Ariel","@zzz!💤","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la amiga"
"TikTok","IVÁN YULIÁN","😕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","hermilo","❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la madre protectora"
"TikTok","AmayContreras🦋","Te envidio pero de la buena 🥺que hermosa familia 🥰🥰🥰🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","bian.oliva","mi sueño 🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","Marielly","@_mts011","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","Nini_","Ay diosito q miedo…ojalá me pase","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","Diann_Col","Giii, que felicidad! Dios los bendiga y felicidades a ti por tu hermoso bebé 🩵🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre moderna"
"TikTok","mar","estoy muy pequeña para tener un hijo, estoy muy pequeña para tener un hijo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","wendy♡","Regresamos a casa pero solo éramos ella y yo 💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la madre protectora"
"TikTok","andrea","ouuuu :(","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","Ana🌷","ayyyy que bonito! 🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","valeriiii💗","que cosa tan hermosa ojalá todas las que soñamos con algo así algún día lo cumplamos","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","Alexandra❤️‍🔥López","yo en algún futuro lejanos ya con mis metas ya echas🥺(espero q sea asi)","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la hija"
"TikTok","dani.yss","Que se siente que tu pudiste cumplir el sueño que yo tanto anhelaba 😞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre protectora"
"TikTok","anita","me da miedo no cumplir este sueño","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la amiga"
"TikTok","Lupita","@Emiliano Neri","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","Kelooo💙","Y terminamos siendo dos de nuevo🙂‍↕️🤫","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la amiga"
"TikTok","Nas S","que miedo, ojalá y me pase 💓","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la hija"
"TikTok","Blaco_Sakamaki","Amoooor quiero 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","@","Aysss🥹🥹🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la hija"
"TikTok","Lucero Chávez 🐈‍⬛","😩😩","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","G","🥺🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la hija"
"TikTok","Maar","@luisortega1285","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la hija"
"TikTok","Lady ✨","Y quedamos dos.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","••• 𝓂𝒾𝒸𝒽𝑒𝓁𝓁𝑒 •••","@Kevin’s. ☀️🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","majito 🐻","@BobaHUNK","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la amiga"
"TikTok","ᗩngie","🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la madre moderna"
"TikTok","Miguel Leiva","Amén .","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre moderna"
"TikTok",".","manifiesto","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","𝕷𝖎𝖘𝖘🪬🧿","Mi mayor sueño🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Anahí 🧚🏼‍♀️","manifiesto 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la hija"
"TikTok","Close_ximnsss","@👹👹👹🥰💕","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","𝐻𝑎𝑙𝑒𝑛 𝑀𝑎𝑒𝑙","@PabloVasquezzm Falta muchisismo, pero ojala pueda vivir esto contigo ❤️‍🩹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","Lali 🌷","@Jorge ✨🩷","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre protectora"
"TikTok","Yuli","@Julio : Ah esto me refiero cuando digo que quiero un futuro a su lado ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la amiga"
"TikTok","Alejandra🦋","@Yendry 🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la amiga"
"TikTok","ALVA","Un día 🙏🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre moderna"
"TikTok","nj","😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","practicidad","la amiga"
"TikTok","Amo a mi esposo♡","@amó de mi esposa","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","Melody Ramírez","@ElRichie algún día ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la hija"
"TikTok","Flor Tezmol","😘","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","adri.","estuvieron 9 meses fuera de casa?","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","ROQUE ANTONIO GARCIA GIRALDO","🥺🥺. jajajaja.","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la hija"
"TikTok","Ale♡","mañana se cumple un mes desde que lo perdí :(","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la madre protectora"
"TikTok","M","Muchas felicidades doctora gi🩷🫶🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","humor","la hija"
"TikTok","Urmendoza","Felicidades 💞","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre protectora"
"TikTok","Romms ✨","Bendiciones 🥰🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","marthapichardo38","diisito me la cuide con su bb y esposo","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","marthapichardo38","le mando un fuerte abraso","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la madre protectora"
"TikTok","SylAlvarezR","Bendiciones 🤗🤗🤗🤗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la amiga"
"TikTok","MiDeya","muchísimas felicidades!!!!!! te quiero amiga","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","rosario","Muchas felicidades bendiciones","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre moderna"
"TikTok","Alejandra SB","que emoción🥰 muchas felicidades Gi y Serg, bendiciones. ✨ Bienvenido Valentino 🫶🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","familia","la madre protectora"
"TikTok","Xime_22 💞","que bonito, preciosa está, cuídalo mucho Gi, y espero que Diosito le de mucha salud, amor, paz y este rodeado de muchos amor.
muchísimas felicidades 💖💗🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","marthapichardo38","hola doctora muchas felicidades","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","Jennifer Gonzales","❤️❤️❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la amiga"
"TikTok","Andrea💗","Para mi vision board 😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre protectora"
"TikTok","maria santana 🩵🇩🇴","🥰🥰🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","familia","la madre moderna"
"TikTok","Monse Rodriguez Rosales","que hermoso Valentino bendiciones ♥️♥️para ese bebé hermoso","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","Joyce🍒🎀","🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre moderna"
"TikTok","Lu24","muñequito 😘❤️👑","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","practicidad","la hija"
"TikTok","Jazz","😍😍","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la hija"
"TikTok","Maicky","los quiero tanto amigos son los grandes","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","familia","la hija"
"TikTok","Nai","😭😭😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","• H A N I  M A R •","@.lalo49","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la amiga"
"TikTok","• H A N I  M A R •","@.lalo49 @Ale Palafox Juárez ustedes ❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","nostalgia","la hija"
"TikTok","yuly","🥺🥺🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","nostalgia","la madre protectora"
"TikTok","Yali",";(","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre protectora"
"TikTok","Jennifer mile06","🥰","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","humor","la madre protectora"
"TikTok","Mich","@Josué 🥺","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","consejo","la amiga"
"TikTok","lu✨✨","💗💗💗","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","consejo","la madre protectora"
"TikTok","CristinaJimei✨","Porfavor 💖","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la madre moderna"
"TikTok","҉","❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","consejo","la hija"
"TikTok","Nina❤️🌸","❤️❤️❤️","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la hija"
"TikTok","Vanale.2007","🥹🤞🏻🤞🏻","https://www.tiktok.com/@giannacristante/video/7498383730898193672","positivo","nostalgia","la hija"
"TikTok","valen","😍🥹","https://www.tiktok.com/@giannacristante/video/7498383730898193672","negativo","practicidad","la madre moderna"
"TikTok","jrzx22","QUE LINDOOO🥺😭","https://www.tiktok.com/@giannacristante/video/7498383730898193672","neutral","humor","la madre moderna"
